id_code,firm,num_advisors,role_cat,Role,level,amount
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,45e4,0.35
PT12,PT12,<25,Advisor,Advisor,45e4,0.35
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,45e4,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",45e4,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,45e4,0.35
PT13,PT13,<25,Advisor,Financial Advisor,45e4,0.4
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,45e4,0.32
AT2,AT2_1,>100,Advisor,Advisor,45e4,0.36
TL5,TL5,<25,Advisor,Financial Advisor,45e4,0.38
AT6,AT6,>100,Advisor,Advisor,45e4,0.34
PR3,PR3,<25,Advisor,New Financial Advisor,45e4,0.37
PR2,PR2,25-100,Advisor,Advisor,45e4,0.37
AT3,AT3_1,>100,Advisor,Branch Advisor,45e4,0.35
AT3,AT3_2,>100,Advisor,Centralized Advisor,45e4,0.39
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",45e4,0.31
AT1,AT1_2,>100,Advisor,Advisor,45e4,0.28
TL14,TL14_1,<25,Advisor,Advisor,45e4,0.37
PR1,PR1,25-100,Advisor,Advisor,45e4,0.37
PB1,PB1,<25,Advisor,Financial Advisor,45e4,0.26
TB7,TB7_1,<25,Advisor,New Financial Advisor,45e4,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,45e4,0.33
PB6,PB6,25-100,Advisor,Retail Financial Consultant,45e4,0.38
AT5,AT5_1,25-100,Advisor,Financial Consultant,45e4,0.18
AL3,AL3,25-100,Advisor,Wealth Advisor,45e4,0.36
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,45e4,0.36
AR3,AR3,>100,Sr. Advisor,Senior Advisor,45e4,0.38
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,45e4,0.36
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,45e4,0.4
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,45e4,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,45e4,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,45e4,0.28
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,45e4,0.35
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,45e4,0.3
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,45e4,0
TB7,TB7_4,<25,Independent,Private Financial Advisor,45e4,0.4
PB9,PB9_3,25-100,Independent,Independent Advisor,45e4,0.45
PB3,PB3_2,25-100,Independent,Independent Advisor,45e4,0.35
TL14,TL14_2,<25,Independent,Independent Advisor,45e4,0.42
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,45e4,0.38
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,45e4,0.38
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,45e4,0.38
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,45e4,0.38
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,45e4,0.38
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,45e4,0.38
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,45e4,0.38
GR1,GR1,>100,Advisor,Advisor,475e3,0.4
PT10,PT10,<25,Advisor,Financial Advisor,475e3,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),475e3,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),475e3,0.37
PT5,PT5,<25,Advisor,Advisor,475e3,0.41
PB9,PB9_1,25-100,Advisor,Advisor,475e3,0.39
PB7,PB7,25-100,Advisor,Advisor,475e3,0.3
PT11,PT11,<25,Advisor,Financial Advisor,475e3,0.42
AR2,AR2,>100,Advisor,Advisor,475e3,0.33
TR7,TR7,<25,Advisor,Investment Representative,475e3,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,475e3,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,475e3,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,475e3,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,475e3,0.4
TR8,TR8,<25,Advisor,Financial Advisor,475e3,0.28
AB5,AB5,<25,Advisor,Financial Advisor,475e3,0.46
PB14,PB14,<25,Advisor,Financial Consultant,475e3,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,475e3,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,475e3,0.38
TB6,TB6,<25,Advisor,Financial Advisor,475e3,0.36
TB5,TB5_2,<25,Advisor,Financial Advisor,475e3,0.3
TL9,TL9,<25,Advisor,Registered Representative,475e3,0.38
PB8,PB8,25-100,Advisor,Investment Client Advisor,475e3,0.34
PT3,PT3,25-100,Advisor,Advisor,475e3,0.31
TT7,TT7,<25,Advisor,Financial Advisor,475e3,0.37
GB1,GB1_1,>100,Advisor,Branch Advisor,475e3,0.35
GB1,GB1_2,>100,Advisor,Hub Advisor,475e3,0.34
GT1,GT1_1,>100,Advisor,Traditional Advisor,475e3,0.39
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,475e3,0.37
GL1,GL1,>100,Advisor,Advisor,475e3,0.34
TL7,TL7,25-100,Advisor,Advisor,475e3,0.38
AB6,AB6,25-100,Advisor,Advisor,475e3,0.35
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,475e3,0.35
PT12,PT12,<25,Advisor,Advisor,475e3,0.35
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,475e3,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",475e3,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,475e3,0.35
PT13,PT13,<25,Advisor,Financial Advisor,475e3,0.4
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,475e3,0.32
AT2,AT2_1,>100,Advisor,Advisor,475e3,0.37
TL5,TL5,<25,Advisor,Financial Advisor,475e3,0.38
AT6,AT6,>100,Advisor,Advisor,475e3,0.34
PR3,PR3,<25,Advisor,New Financial Advisor,475e3,0.37
PR2,PR2,25-100,Advisor,Advisor,475e3,0.37
AT3,AT3_1,>100,Advisor,Branch Advisor,475e3,0.35
AT3,AT3_2,>100,Advisor,Centralized Advisor,475e3,0.39
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",475e3,0.31
AT1,AT1_2,>100,Advisor,Advisor,475e3,0.28
TL14,TL14_1,<25,Advisor,Advisor,475e3,0.37
PR1,PR1,25-100,Advisor,Advisor,475e3,0.37
PB1,PB1,<25,Advisor,Financial Advisor,475e3,0.26
TB7,TB7_1,<25,Advisor,New Financial Advisor,475e3,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,475e3,0.33
PB6,PB6,25-100,Advisor,Retail Financial Consultant,475e3,0.38
AT5,AT5_1,25-100,Advisor,Financial Consultant,475e3,0.21
AL3,AL3,25-100,Advisor,Wealth Advisor,475e3,0.36
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,475e3,0.37
AR3,AR3,>100,Sr. Advisor,Senior Advisor,475e3,0.38
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,475e3,0.36
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,475e3,0.42
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,475e3,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,475e3,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,475e3,0.28
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,475e3,0.35
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,475e3,0.3
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,475e3,0
TB7,TB7_4,<25,Independent,Private Financial Advisor,475e3,0.4
PB9,PB9_3,25-100,Independent,Independent Advisor,475e3,0.45
PB3,PB3_2,25-100,Independent,Independent Advisor,475e3,0.35
TL14,TL14_2,<25,Independent,Independent Advisor,475e3,0.42
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,475e3,0.38
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,475e3,0.38
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,475e3,0.38
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,475e3,0.38
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,475e3,0.38
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,475e3,0.38
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,475e3,0.38
GR1,GR1,>100,Advisor,Advisor,48e4,0.4
PT10,PT10,<25,Advisor,Financial Advisor,48e4,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),48e4,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),48e4,0.37
PT5,PT5,<25,Advisor,Advisor,48e4,0.41
PB9,PB9_1,25-100,Advisor,Advisor,48e4,0.39
PB7,PB7,25-100,Advisor,Advisor,48e4,0.35
PT11,PT11,<25,Advisor,Financial Advisor,48e4,0.42
AR2,AR2,>100,Advisor,Advisor,48e4,0.33
TR7,TR7,<25,Advisor,Investment Representative,48e4,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,48e4,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,48e4,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,48e4,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,48e4,0.4
TR8,TR8,<25,Advisor,Financial Advisor,48e4,0.28
AB5,AB5,<25,Advisor,Financial Advisor,48e4,0.46
PB14,PB14,<25,Advisor,Financial Consultant,48e4,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,48e4,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,48e4,0.41
TB6,TB6,<25,Advisor,Financial Advisor,48e4,0.4
TB5,TB5_2,<25,Advisor,Financial Advisor,48e4,0.35
TL9,TL9,<25,Advisor,Registered Representative,48e4,0.43
PB8,PB8,25-100,Advisor,Investment Client Advisor,48e4,0.34
PT3,PT3,25-100,Advisor,Advisor,48e4,0.31
TT7,TT7,<25,Advisor,Financial Advisor,48e4,0.37
GB1,GB1_1,>100,Advisor,Branch Advisor,48e4,0.35
GB1,GB1_2,>100,Advisor,Hub Advisor,48e4,0.34
GT1,GT1_1,>100,Advisor,Traditional Advisor,48e4,0.39
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,48e4,0.37
GL1,GL1,>100,Advisor,Advisor,48e4,0.34
TL7,TL7,25-100,Advisor,Advisor,48e4,0.38
AB6,AB6,25-100,Advisor,Advisor,48e4,0.35
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,48e4,0.35
PT12,PT12,<25,Advisor,Advisor,48e4,0.35
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,48e4,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",48e4,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,48e4,0.35
PT13,PT13,<25,Advisor,Financial Advisor,48e4,0.4
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,48e4,0.32
AT2,AT2_1,>100,Advisor,Advisor,48e4,0.37
TL5,TL5,<25,Advisor,Financial Advisor,48e4,0.38
AT6,AT6,>100,Advisor,Advisor,48e4,0.34
PR3,PR3,<25,Advisor,New Financial Advisor,48e4,0.37
PR2,PR2,25-100,Advisor,Advisor,48e4,0.37
AT3,AT3_1,>100,Advisor,Branch Advisor,48e4,0.35
AT3,AT3_2,>100,Advisor,Centralized Advisor,48e4,0.39
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",48e4,0.32
AT1,AT1_2,>100,Advisor,Advisor,48e4,0.29
TL14,TL14_1,<25,Advisor,Advisor,48e4,0.4
PR1,PR1,25-100,Advisor,Advisor,48e4,0.38
PB1,PB1,<25,Advisor,Financial Advisor,48e4,0.26
TB7,TB7_1,<25,Advisor,New Financial Advisor,48e4,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,48e4,0.33
PB6,PB6,25-100,Advisor,Retail Financial Consultant,48e4,0.38
AT5,AT5_1,25-100,Advisor,Financial Consultant,48e4,0.21
AL3,AL3,25-100,Advisor,Wealth Advisor,48e4,0.36
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,48e4,0.37
AR3,AR3,>100,Sr. Advisor,Senior Advisor,48e4,0.4
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,48e4,0.36
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,48e4,0.42
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,48e4,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,48e4,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,48e4,0.29
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,48e4,0.35
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,48e4,0.35
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,48e4,0
TB7,TB7_4,<25,Independent,Private Financial Advisor,48e4,0.4
PB9,PB9_3,25-100,Independent,Independent Advisor,48e4,0.45
PB3,PB3_2,25-100,Independent,Independent Advisor,48e4,0.35
TL14,TL14_2,<25,Independent,Independent Advisor,48e4,0.45
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,48e4,0.38
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,48e4,0.38
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,48e4,0.38
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,48e4,0.38
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,48e4,0.38
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,48e4,0.38
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,48e4,0.38
GR1,GR1,>100,Advisor,Advisor,5e5,0.4
PT10,PT10,<25,Advisor,Financial Advisor,5e5,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),5e5,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),5e5,0.37
PT5,PT5,<25,Advisor,Advisor,5e5,0.41
PB9,PB9_1,25-100,Advisor,Advisor,5e5,0.39
PB7,PB7,25-100,Advisor,Advisor,5e5,0.35
PT11,PT11,<25,Advisor,Financial Advisor,5e5,0.42
AR2,AR2,>100,Advisor,Advisor,5e5,0.33
TR7,TR7,<25,Advisor,Investment Representative,5e5,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,5e5,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,5e5,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,5e5,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,5e5,0.4
TR8,TR8,<25,Advisor,Financial Advisor,5e5,0.3
AB5,AB5,<25,Advisor,Financial Advisor,5e5,0.46
PB14,PB14,<25,Advisor,Financial Consultant,5e5,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,5e5,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,5e5,0.41
TB6,TB6,<25,Advisor,Financial Advisor,5e5,0.4
TB5,TB5_2,<25,Advisor,Financial Advisor,5e5,0.35
TL9,TL9,<25,Advisor,Registered Representative,5e5,0.43
PB8,PB8,25-100,Advisor,Investment Client Advisor,5e5,0.35
PT3,PT3,25-100,Advisor,Advisor,5e5,0.31
TT7,TT7,<25,Advisor,Financial Advisor,5e5,0.42
GB1,GB1_1,>100,Advisor,Branch Advisor,5e5,0.36
GB1,GB1_2,>100,Advisor,Hub Advisor,5e5,0.35
GT1,GT1_1,>100,Advisor,Traditional Advisor,5e5,0.39
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,5e5,0.37
GL1,GL1,>100,Advisor,Advisor,5e5,0.34
TL7,TL7,25-100,Advisor,Advisor,5e5,0.39
AB6,AB6,25-100,Advisor,Advisor,5e5,0.35
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,5e5,0.35
PT12,PT12,<25,Advisor,Advisor,5e5,0.35
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,5e5,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",5e5,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,5e5,0.36
PT13,PT13,<25,Advisor,Financial Advisor,5e5,0.4
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,5e5,0.33
AT2,AT2_1,>100,Advisor,Advisor,5e5,0.37
TL5,TL5,<25,Advisor,Financial Advisor,5e5,0.4
AT6,AT6,>100,Advisor,Advisor,5e5,0.35
PR3,PR3,<25,Advisor,New Financial Advisor,5e5,0.42
PR2,PR2,25-100,Advisor,Advisor,5e5,0.37
AT3,AT3_1,>100,Advisor,Branch Advisor,5e5,0.35
AT3,AT3_2,>100,Advisor,Centralized Advisor,5e5,0.39
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",5e5,0.32
AT1,AT1_2,>100,Advisor,Advisor,5e5,0.29
TL14,TL14_1,<25,Advisor,Advisor,5e5,0.4
PR1,PR1,25-100,Advisor,Advisor,5e5,0.38
PB1,PB1,<25,Advisor,Financial Advisor,5e5,0.29
TB7,TB7_1,<25,Advisor,New Financial Advisor,5e5,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,5e5,0.36
PB6,PB6,25-100,Advisor,Retail Financial Consultant,5e5,0.39
AT5,AT5_1,25-100,Advisor,Financial Consultant,5e5,0.21
AL3,AL3,25-100,Advisor,Wealth Advisor,5e5,0.39
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,5e5,0.37
AR3,AR3,>100,Sr. Advisor,Senior Advisor,5e5,0.4
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,5e5,0.38
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,5e5,0.42
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,5e5,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,5e5,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,5e5,0.35
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,5e5,0.38
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,5e5,0.35
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,5e5,0.37
TB7,TB7_4,<25,Independent,Private Financial Advisor,5e5,0.42
PB9,PB9_3,25-100,Independent,Independent Advisor,5e5,0.45
PB3,PB3_2,25-100,Independent,Independent Advisor,5e5,0.4
TL14,TL14_2,<25,Independent,Independent Advisor,5e5,0.45
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,5e5,0.41
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,5e5,0.42
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,5e5,0.42
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,5e5,0.42
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,5e5,0.42
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,5e5,0.42
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,5e5,0.42
GR1,GR1,>100,Advisor,Advisor,525e3,0.4
PT10,PT10,<25,Advisor,Financial Advisor,525e3,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),525e3,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),525e3,0.37
PT5,PT5,<25,Advisor,Advisor,525e3,0.41
PB9,PB9_1,25-100,Advisor,Advisor,525e3,0.39
PB7,PB7,25-100,Advisor,Advisor,525e3,0.35
PT11,PT11,<25,Advisor,Financial Advisor,525e3,0.42
AR2,AR2,>100,Advisor,Advisor,525e3,0.33
TR7,TR7,<25,Advisor,Investment Representative,525e3,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,525e3,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,525e3,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,525e3,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,525e3,0.4
TR8,TR8,<25,Advisor,Financial Advisor,525e3,0.3
AB5,AB5,<25,Advisor,Financial Advisor,525e3,0.46
PB14,PB14,<25,Advisor,Financial Consultant,525e3,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,525e3,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,525e3,0.41
TB6,TB6,<25,Advisor,Financial Advisor,525e3,0.4
TB5,TB5_2,<25,Advisor,Financial Advisor,525e3,0.35
TL9,TL9,<25,Advisor,Registered Representative,525e3,0.43
PB8,PB8,25-100,Advisor,Investment Client Advisor,525e3,0.35
PT3,PT3,25-100,Advisor,Advisor,525e3,0.31
TT7,TT7,<25,Advisor,Financial Advisor,525e3,0.42
GB1,GB1_1,>100,Advisor,Branch Advisor,525e3,0.36
GB1,GB1_2,>100,Advisor,Hub Advisor,525e3,0.35
GT1,GT1_1,>100,Advisor,Traditional Advisor,525e3,0.4
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,525e3,0.38
GL1,GL1,>100,Advisor,Advisor,525e3,0.34
TL7,TL7,25-100,Advisor,Advisor,525e3,0.39
AB6,AB6,25-100,Advisor,Advisor,525e3,0.35
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,525e3,0.35
PT12,PT12,<25,Advisor,Advisor,525e3,0.38
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,525e3,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",525e3,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,525e3,0.36
PT13,PT13,<25,Advisor,Financial Advisor,525e3,0.4
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,525e3,0.33
AT2,AT2_1,>100,Advisor,Advisor,525e3,0.37
TL5,TL5,<25,Advisor,Financial Advisor,525e3,0.4
AT6,AT6,>100,Advisor,Advisor,525e3,0.35
PR3,PR3,<25,Advisor,New Financial Advisor,525e3,0.42
PR2,PR2,25-100,Advisor,Advisor,525e3,0.38
AT3,AT3_1,>100,Advisor,Branch Advisor,525e3,0.36
AT3,AT3_2,>100,Advisor,Centralized Advisor,525e3,0.4
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",525e3,0.32
AT1,AT1_2,>100,Advisor,Advisor,525e3,0.29
TL14,TL14_1,<25,Advisor,Advisor,525e3,0.4
PR1,PR1,25-100,Advisor,Advisor,525e3,0.38
PB1,PB1,<25,Advisor,Financial Advisor,525e3,0.29
TB7,TB7_1,<25,Advisor,New Financial Advisor,525e3,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,525e3,0.36
PB6,PB6,25-100,Advisor,Retail Financial Consultant,525e3,0.39
AT5,AT5_1,25-100,Advisor,Financial Consultant,525e3,0.21
AL3,AL3,25-100,Advisor,Wealth Advisor,525e3,0.39
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,525e3,0.37
AR3,AR3,>100,Sr. Advisor,Senior Advisor,525e3,0.4
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,525e3,0.38
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,525e3,0.42
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,525e3,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,525e3,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,525e3,0.35
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,525e3,0.38
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,525e3,0.35
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,525e3,0.37
TB7,TB7_4,<25,Independent,Private Financial Advisor,525e3,0.42
PB9,PB9_3,25-100,Independent,Independent Advisor,525e3,0.45
PB3,PB3_2,25-100,Independent,Independent Advisor,525e3,0.4
TL14,TL14_2,<25,Independent,Independent Advisor,525e3,0.45
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,525e3,0.41
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,525e3,0.42
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,525e3,0.42
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,525e3,0.42
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,525e3,0.42
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,525e3,0.42
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,525e3,0.42
GR1,GR1,>100,Advisor,Advisor,54e4,0.4
PT10,PT10,<25,Advisor,Financial Advisor,54e4,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),54e4,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),54e4,0.37
PT5,PT5,<25,Advisor,Advisor,54e4,0.41
PB9,PB9_1,25-100,Advisor,Advisor,54e4,0.39
PB7,PB7,25-100,Advisor,Advisor,54e4,0.4
PT11,PT11,<25,Advisor,Financial Advisor,54e4,0.42
AR2,AR2,>100,Advisor,Advisor,54e4,0.33
TR7,TR7,<25,Advisor,Investment Representative,54e4,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,54e4,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,54e4,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,54e4,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,54e4,0.4
TR8,TR8,<25,Advisor,Financial Advisor,54e4,0.3
AB5,AB5,<25,Advisor,Financial Advisor,54e4,0.46
PB14,PB14,<25,Advisor,Financial Consultant,54e4,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,54e4,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,54e4,0.41
TB6,TB6,<25,Advisor,Financial Advisor,54e4,0.4
TB5,TB5_2,<25,Advisor,Financial Advisor,54e4,0.35
TL9,TL9,<25,Advisor,Registered Representative,54e4,0.45
PB8,PB8,25-100,Advisor,Investment Client Advisor,54e4,0.35
PT3,PT3,25-100,Advisor,Advisor,54e4,0.31
TT7,TT7,<25,Advisor,Financial Advisor,54e4,0.42
GB1,GB1_1,>100,Advisor,Branch Advisor,54e4,0.36
GB1,GB1_2,>100,Advisor,Hub Advisor,54e4,0.35
GT1,GT1_1,>100,Advisor,Traditional Advisor,54e4,0.4
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,54e4,0.38
GL1,GL1,>100,Advisor,Advisor,54e4,0.35
TL7,TL7,25-100,Advisor,Advisor,54e4,0.39
AB6,AB6,25-100,Advisor,Advisor,54e4,0.35
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,54e4,0.35
PT12,PT12,<25,Advisor,Advisor,54e4,0.38
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,54e4,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",54e4,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,54e4,0.36
PT13,PT13,<25,Advisor,Financial Advisor,54e4,0.4
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,54e4,0.33
AT2,AT2_1,>100,Advisor,Advisor,54e4,0.37
TL5,TL5,<25,Advisor,Financial Advisor,54e4,0.4
AT6,AT6,>100,Advisor,Advisor,54e4,0.35
PR3,PR3,<25,Advisor,New Financial Advisor,54e4,0.42
PR2,PR2,25-100,Advisor,Advisor,54e4,0.38
AT3,AT3_1,>100,Advisor,Branch Advisor,54e4,0.36
AT3,AT3_2,>100,Advisor,Centralized Advisor,54e4,0.4
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",54e4,0.32
AT1,AT1_2,>100,Advisor,Advisor,54e4,0.29
TL14,TL14_1,<25,Advisor,Advisor,54e4,0.4
PR1,PR1,25-100,Advisor,Advisor,54e4,0.38
